 tarih ,kursunsuz,dizel
11/01/2019,5.99,5.86
15/01/2019,6.15,6.06
26/01/2019,6.15,6.06
30/01/2019,5.98,6.06
05/02/2019,6.04,6.06
14/02/2019,6.04,6.06
19/02/2019,6.32,6.06
20/02/2019,6.32,6.06
26/02/2019,6.49,6.34
27/02/2019,6.38,6.34
12/03/2019,6.53,6.34
19/03/2019,6.66,6.34
27/03/2019,6.66,6.34
29/03/2019,6.66,6.34
02/04/2019,6.66,6.34
03/04/2019,6.85,6.34
10/04/2019,6.99,6.41
12/04/2019,6.99,6.41
16/04/2019,6.99,6.42
20/04/2019,6.99,6.44
25/04/2019,6.99,6.44
30/04/2019,6.99,6.44
03/05/2019,6.99,6.45
07/05/2019,6.99,6.45
11/05/2019,7.01,6.45
15/05/2019,7.01,6.45
17/05/2019,7.01,6.45
18/05/2019,6.99,6.45
22/05/2019,6.99,6.45
25/05/2019,6.99,6.45
29/05/2019,6.99,6.45
30/05/2019,6.99,6.45
01/06/2019,6.99,6.45
04/06/2019,6.9,6.45
08/06/2019,6.73,6.24
18/06/2019,6.73,6.24
20/06/2019,6.73,6.24
25/06/2019,6.73,6.46
27/06/2019,6.73,6.46
28/06/2019,6.73,6.48
02/07/2019,7,6.48
05/07/2019,6.89,6.48
09/07/2019,6.89,6.33
10/07/2019,6.89,6.33
13/07/2019,6.89,6.33
17/07/2019,7,6.48
19/07/2019,7,6.49
20/07/2019,6.89,6.49
23/07/2019,6.91,6.37
25/07/2019,6.91,6.37
31/07/2019,6.91,6.37
07/08/2019,6.91,6.37
08/08/2019,6.63,6.37
09/08/2019,6.45,6.03
10/08/2019,6.46,6.04
16/08/2019,6.46,6.04
17/08/2019,6.46,6.04
20/08/2019,6.53,6.22
22/08/2019,6.53,6.22
23/08/2019,6.53,6.22
27/08/2019,6.7,6.33
03/09/2019,6.7,6.33
04/09/2019,6.7,6.33
07/09/2019,6.7,6.33
13/09/2019,6.7,6.33
17/09/2019,6.7,6.4
18/09/2019,7.06,6.53
20/09/2019,7.06,6.53
26/09/2019,7.06,6.53
27/09/2019,6.81,6.53
01/10/2019,6.81,6.53
02/10/2019,6.81,6.53
03/10/2019,6.81,6.46
04/10/2019,6.81,6.46
05/10/2019,6.81,6.46
10/10/2019,6.81,6.46
12/10/2019,6.81,6.46
16/10/2019,6.81,6.46
22/10/2019,6.81,6.53
23/10/2019,6.81,6.53
24/10/2019,6.81,6.53
26/10/2019,6.81,6.53
01/11/2019,6.81,6.54
08/11/2019,6.81,6.54
16/11/2019,6.81,6.54
19/11/2019,6.81,6.54
20/11/2019,6.81,6.54
26/11/2019,6.81,6.49
28/11/2019,6.81,6.49
03/12/2019,6.81,6.49
04/12/2019,6.81,6.49
06/12/2019,6.81,6.49
07/12/2019,6.81,6.49
10/12/2019,6.81,6.49
12/12/2019,6.81,6.49
13/12/2019,6.81,6.49
18/12/2019,6.81,6.49
19/12/2019,6.81,6.49
20/12/2019,6.81,6.49
21/12/2019,6.81,6.49
24/12/2019,6.98,6.56
01/01/2020,6.98,6.56
04/01/2020,6.99,6.57
08/01/2020,6.99,6.57
15/01/2020,6.99,6.57
16/01/2020,6.99,6.57
17/01/2020,6.99,6.57
18/01/2020,6.99,6.57
25/01/2020,6.99,6.58
28/01/2020,6.76,6.37
29/01/2020,6.66,6.37
31/01/2020,6.66,6.37
01/02/2020,6.66,6.37
03/02/2020,6.66,6.37
04/02/2020,6.66,6.37
05/02/2020,6.66,6.37
06/02/2020,6.66,6.37
07/02/2020,6.66,6.37
17/02/2020,6.66,6.37
24/02/2020,6.83,6.37
25/02/2020,6.73,6.37
26/02/2020,6.73,6.37
28/02/2020,6.57,6.24
02/03/2020,6.57,6.24
03/03/2020,6.57,6.24
04/03/2020,6.57,6.24
09/03/2020,6.57,6.24
10/03/2020,5.98,5.69
11/03/2020,5.98,5.69
12/03/2020,5.98,5.69
13/03/2020,5.48,5.7
16/03/2020,5.55,5.7
17/03/2020,5.3,5.7
18/03/2020,5.3,5.43
19/03/2020,5.15,5.24
20/03/2020,5.19,5.35
23/03/2020,5.19,5.35
24/03/2020,4.97,5.36
25/03/2020,5.04,5.36
26/03/2020,5.04,5.36
27/03/2020,5.17,5.36
30/03/2020,5.08,5.42
31/03/2020,4.98,5.34
01/04/2020,5.06,5.34
02/04/2020,4.92,5.34
03/04/2020,5.12,5.34
06/04/2020,5.27,5.34
07/04/2020,5.22,5.34
08/04/2020,5.22,5.49
09/04/2020,5.09,5.41
10/04/2020,5.1,5.34
16/04/2020,5.1,5.13
17/04/2020,5.25,5.23
20/04/2020,5.2,5.23
21/04/2020,5.13,5.24
22/04/2020,4.83,4.83
24/04/2020,5.12,4.83
27/04/2020,5.03,4.83
28/04/2020,5.03,4.83
29/04/2020,5.03,4.83
30/04/2020,5.19,4.83
04/05/2020,5.26,5
05/05/2020,5.31,5
06/05/2020,5.51,5.27
07/05/2020,5.51,5.2
08/05/2020,5.66,5.33
12/05/2020,5.66,5.33
13/05/2020,5.47,5.33
14/05/2020,5.4,5.21
15/05/2020,5.49,5.32
18/05/2020,5.63,5.4
20/05/2020,5.83,5.52
27/05/2020,5.83,5.52
28/05/2020,5.83,5.51
29/05/2020,5.83,5.51
01/06/2020,5.83,5.51
02/06/2020,5.83,5.51
03/06/2020,5.78,5.37
04/06/2020,5.75,5.37
08/06/2020,6.09,5.69
16/06/2020,6.09,5.69
17/06/2020,6.09,5.69
19/06/2020,6.09,5.69
22/06/2020,6.33,5.92
23/06/2020,6.36,5.92
24/06/2020,6.48,5.92
25/06/2020,6.26,5.92
26/06/2020,6.26,5.92
29/06/2020,6.14,5.75
01/07/2020,6.25,5.85
06/07/2020,6.25,5.95
07/07/2020,6.35,5.95
08/07/2020,6.35,5.95
22/07/2020,6.35,5.95
28/07/2020,6.36,5.95
07/08/2020,6.36,6.11
11/08/2020,6.59,6.11
17/08/2020,6.6,6.12
19/08/2020,6.6,6.12
24/08/2020,6.6,6.13
25/08/2020,6.6,6.13
26/08/2020,6.81,6.13
28/08/2020,6.66,6.13
03/09/2020,6.66,6.13
04/09/2020,6.67,6.13
07/09/2020,6.67,5.92
08/09/2020,6.67,5.93
09/09/2020,6.67,5.76
14/09/2020,6.56,5.76
16/09/2020,6.57,5.77
17/09/2020,6.57,5.77
18/09/2020,6.85,6.02
21/09/2020,6.85,6.02
22/09/2020,6.66,6.02
23/09/2020,6.66,5.91
29/09/2020,6.66,5.91
30/09/2020,6.8,5.91
02/10/2020,6.65,5.91
05/10/2020,6.65,5.91
06/10/2020,6.65,5.91
07/10/2020,6.81,6.14
15/10/2020,6.81,6.14
23/10/2020,6.69,6.14
27/10/2020,6.71,6.16
30/10/2020,6.71,6.16
02/11/2020,6.55,6.04
03/11/2020,6.55,6.04
04/11/2020,6.72,6.2
05/11/2020,6.72,6.3
06/11/2020,6.73,6.31
11/11/2020,6.92,6.31
12/11/2020,6.93,6.31
16/11/2020,6.61,6.31
18/11/2020,6.61,6.31
19/11/2020,6.62,6.3
24/11/2020,6.62,6.31
25/11/2020,6.99,6.31
26/11/2020,6.99,6.59
30/11/2020,7,6.6
01/12/2020,7,6.6
09/12/2020,7,6.6
14/12/2020,7.17,6.6
15/12/2020,7.18,6.61
16/12/2020,7.18,6.61
28/12/2020,7.18,6.61
31/12/2020,7.18,6.61
04/01/2021,7.18,6.61
05/01/2021,7.12,6.62
06/01/2021,7.19,6.62
11/01/2021,7.19,6.62
12/01/2021,7.19,6.62
13/01/2021,7.19,6.62
25/01/2021,7.19,6.62
27/01/2021,7.19,6.62
05/02/2021,7.19,6.62
09/02/2021,7.21,6.63
10/02/2021,7.21,6.63
11/02/2021,7.21,6.63
15/02/2021,7.21,6.63
17/02/2021,7.21,6.64
19/02/2021,7.21,6.64
24/02/2021,7.21,6.64
25/02/2021,7.21,6.64
26/02/2021,7.23,6.66
01/03/2021,7.23,6.66
08/03/2021,7.23,6.66
09/03/2021,7.23,6.66
10/03/2021,7.23,6.66
12/03/2021,7.23,6.66
17/03/2021,7.07,6.45
18/03/2021,7.07,6.45
22/03/2021,7.07,6.45
23/03/2021,7.07,6.45
24/03/2021,7.07,6.45
25/03/2021,7.07,6.45
26/03/2021,7.07,6.45
29/03/2021,7.07,6.45
31/03/2021,7.07,6.45
08/04/2021,7.07,6.45
16/04/2021,7.07,6.45
19/04/2021,7.07,6.45
20/04/2021,7.07,6.45
03/05/2021,7.07,6.45
04/05/2021,7.07,6.45
05/05/2021,7.07,6.45
06/05/2021,7.07,6.45
11/05/2021,7.07,6.45
18/05/2021,7.17,6.55
19/05/2021,7.72,7.22
24/05/2021,7.72,7.23
25/05/2021,7.72,7.23
28/05/2021,7.72,7.23
31/05/2021,7.72,7.23
04/06/2021,7.72,7.23
07/06/2021,7.72,7.23
09/06/2021,7.72,7.23
22/06/2021,7.72,7.23
23/06/2021,7.72,7.23
24/06/2021,7.72,7.23
25/06/2021,7.74,7.25
05/07/2021,7.74,7.25
08/07/2021,7.74,7.25
12/07/2021,7.74,7.25
16/07/2021,7.74,7.25
26/07/2021,7.74,7.25
02/08/2021,7.74,7.28
10/08/2021,7.74,7.28
19/08/2021,7.74,7.28
20/08/2021,7.74,7.28
23/08/2021,7.74,7.28
24/08/2021,7.74,7.28
26/08/2021,7.74,7.28
31/08/2021,7.74,7.28
06/09/2021,7.74,7.28
08/09/2021,7.74,7.28
09/09/2021,7.74,7.28
13/09/2021,7.76,7.3
20/09/2021,7.76,7.3
21/09/2021,7.76,7.3
27/09/2021,7.76,7.3
28/09/2021,7.76,7.3
29/09/2021,7.76,7.3
05/10/2021,7.76,7.3
06/10/2021,7.76,7.3
07/10/2021,7.76,7.53
15/10/2021,7.92,7.96
18/10/2021,7.92,8.19
19/10/2021,7.92,8.19
25/10/2021,8.37,8.19
26/10/2021,8.65,8.19
27/10/2021,8.4,8.19
28/10/2021,8.41,8.19
10/11/2021,8.09,8.19
11/11/2021,8.13,8.22
15/11/2021,8.13,8.22
18/11/2021,8.13,8.22
19/11/2021,8.65,8.72
23/11/2021,8.65,8.72
24/11/2021,9.67,9.78
25/11/2021,9.67,9.78
26/11/2021,9.67,9.78
29/11/2021,9.67,9.78
30/11/2021,9.67,9.34
01/12/2021,9.09,9.34
02/12/2021,9.55,9.36
06/12/2021,9.55,9.36
07/12/2021,9.55,10.02
08/12/2021,10.32,10.33
09/12/2021,10.33,10.34
16/12/2021,10.89,10.34
17/12/2021,11.6,11.49
20/12/2021,11.6,11.49
22/12/2021,11.6,11.49
23/12/2021,11.61,11.51
24/12/2021,11.61,11.46
30/12/2021,12.29,11.46
31/12/2021,12.91,12.76
04/01/2022,12.93,12.78
06/01/2022,12.93,12.78
07/01/2022,13.56,13.72
11/01/2022,13.58,13.76
13/01/2022,13.58,13.76
18/01/2022,13.58,14.28
19/01/2022,14.04,14.28
20/01/2022,14.04,14.28
24/01/2022,14.06,14.3
01/02/2022,14.45,14.62
02/02/2022,14.48,14.65
03/02/2022,14.46,14.63
04/02/2022,14.46,14.63
07/02/2022,14.46,15.43
08/02/2022,15.17,15.43
09/02/2022,15.19,15.43
10/02/2022,15.19,15.45
18/02/2022,15.14,15.49
25/02/2022,16.77,17.01
28/02/2022,16.55,16.07
01/03/2022,16.55,16.08
02/03/2022,17.43,17.6
03/03/2022,17.98,18.94
04/03/2022,18.68,19.79
07/03/2022,19.26,21.23
08/03/2022,20.35,22.84
09/03/2022,20.35,22.84
10/03/2022,20.35,22.84
11/03/2022,20.39,22.9
14/03/2022,20.39,20.53
15/03/2022,18.71,19.7
16/03/2022,18.1,18.71
17/03/2022,18.1,18.71
18/03/2022,18.1,20.67
22/03/2022,19.78,22.27
24/03/2022,19.8,23.66
29/03/2022,19.8,22.12
30/03/2022,19.8,21.24
31/03/2022,19.8,21.24
01/04/2022,19,21.27
07/04/2022,19,21.27
08/04/2022,19,21.27
11/04/2022,19,20.23
13/04/2022,19,20.26
14/04/2022,19,20.26
15/04/2022,19,22.05
19/04/2022,19,22.05
21/04/2022,19,22.06
29/04/2022,20.33,22.07
05/05/2022,20.33,22.08
10/05/2022,21.12,22.08
13/05/2022,21.12,22.08
16/05/2022,22.82,22.08
17/05/2022,22.82,22.08
18/05/2022,23.86,22.08
20/05/2022,22.86,22.08
23/05/2022,22.86,22.08
26/05/2022,24.31,23.48
27/05/2022,25.01,24.45
31/05/2022,25.01,24.45
01/06/2022,26.23,25.94
03/06/2022,26.23,25.94
07/06/2022,26.23,27.89
08/06/2022,26.23,27.89
09/06/2022,26.23,27.89
10/06/2022,28.44,27.89
13/06/2022,28.46,27.9
14/06/2022,27.51,27.9
15/06/2022,27.51,29.19
16/06/2022,27.51,29.99
20/06/2022,27.51,29.99
22/06/2022,27.26,29.99
28/06/2022,27.3,27.51
29/06/2022,27.3,26.69
01/07/2022,25.2,26.69
06/07/2022,25.2,26.69
07/07/2022,25.2,24.61
08/07/2022,25.2,25.42
13/07/2022,23.66,25.42
14/07/2022,23.66,25.42
18/07/2022,22.72,25.43
20/07/2022,22.72,25.43
25/07/2022,22.72,24.53
26/07/2022,22.25,24.53
29/07/2022,22.27,24.55
01/08/2022,22.27,24.55
02/08/2022,22.25,24.53
05/08/2022,20.03,23.39
08/08/2022,20.03,23.39
09/08/2022,20.04,22.41
10/08/2022,20.05,23.23
12/08/2022,21.16,23.23
15/08/2022,21.16,23.23
17/08/2022,20.33,24
19/08/2022,20.33,25.08
22/08/2022,21.15,25.08
23/08/2022,21.15,25.08
24/08/2022,21.15,26.03
25/08/2022,21.17,26.9
29/08/2022,20.13,26.9
01/09/2022,20.13,26.92
02/09/2022,18.66,24.52
05/09/2022,19.23,25.22
06/09/2022,19.23,25.99
07/09/2022,19.23,24.86
08/09/2022,19.23,24.86
13/09/2022,19.23,24.86
14/09/2022,19.23,24.86
15/09/2022,19.23,24.86
16/09/2022,19.23,24.86
19/09/2022,19.23,23.12
21/09/2022,19.23,23.12
27/09/2022,19.24,23.12
29/09/2022,19.24,23.12
03/10/2022,19.24,23.12
04/10/2022,19.86,24.22
05/10/2022,20.6,25.61
06/10/2022,20.6,27.15
07/10/2022,20.6,27.15
10/10/2022,20.6,28.53
11/10/2022,20.6,28.53
12/10/2022,20.6,26.41
13/10/2022,20.6,26.41
14/10/2022,20.62,27.42
19/10/2022,20.62,27.42
21/10/2022,20.63,26.37
25/10/2022,20.64,26.38
26/10/2022,20.65,26.38
31/10/2022,21.37,26.38
01/11/2022,21.37,26.38
02/11/2022,21.37,26.38
03/11/2022,22.68,26.38
07/11/2022,22.68,26.38
09/11/2022,22.68,26.38
11/11/2022,22.68,26.38
14/11/2022,22.68,24.84
16/11/2022,21.93,24.84
18/11/2022,21.19,24.84
21/11/2022,21.19,24.84
22/11/2022,20.07,24.84
23/11/2022,20.62,23.89
24/11/2022,20.16,23.89
28/11/2022,20.17,23.08
29/11/2022,20.17,22.5
01/12/2022,20.18,22.5
02/12/2022,20.19,23.66
05/12/2022,20.19,22.97
07/12/2022,18.14,21.1
08/12/2022,18.14,21.1
09/12/2022,17.42,21.1
12/12/2022,17.43,21.1
15/12/2022,18.51,21.1
16/12/2022,18.51,22.8
19/12/2022,17.92,22.03
21/12/2022,17.96,22.07
22/12/2022,18.62,22.07
23/12/2022,18.62,22.07
26/12/2022,18.62,22.07
30/12/2022,19.46,22.07
31/12/2022,19.47,22.08
02/01/2023,19.51,22.11
03/01/2023,19.5,22.11
04/01/2023,19.51,22.12
05/01/2023,19.51,22.12
09/01/2023,19.51,22.12
10/01/2023,18.89,22.12
11/01/2023,18.9,22.12
12/01/2023,19.69,22.12
13/01/2023,19.69,22.12
16/01/2023,20.36,22.12
17/01/2023,20.36,23.17
18/01/2023,20.41,23.2
19/01/2023,20.41,23.2
20/01/2023,20.41,23.2
23/01/2023,20.45,23.24
24/01/2023,21.71,23.24
25/01/2023,21.71,24.08
26/01/2023,21.1,23.47
27/01/2023,21.14,23.5
31/01/2023,21.14,23.5
01/02/2023,21.14,22.5
02/02/2023,21.14,21.87
03/02/2023,21.14,21.2
06/02/2023,21.14,21.2
07/02/2023,19.83,20.07
08/02/2023,19.83,20.07
10/02/2023,19.83,20.07
13/02/2023,20.92,21.28
15/02/2023,20.94,21.29
21/02/2023,20.94,21.29
22/02/2023,20.48,21.29
23/02/2023,20.46,20.68
24/02/2023,20.46,20.68
28/02/2023,20.48,20.68
01/03/2023,20.48,20.68
03/03/2023,20.48,21.59
07/03/2023,20.5,21.62
09/03/2023,20.5,21.62
10/03/2023,20.5,21.63
13/03/2023,20.5,21.63
14/03/2023,20.52,20.96
15/03/2023,20.52,20.96
16/03/2023,20.54,19.66
20/03/2023,20.56,20.5
21/03/2023,20.56,20.5
22/03/2023,20.58,20.53
23/03/2023,20.6,20.56
27/03/2023,21.4,20.54
29/03/2023,21.36,20.48
30/03/2023,21.32,20.42
03/04/2023,21.32,20.42
04/04/2023,22.44,20.42
10/04/2023,22.44,21.1
13/04/2023,22.46,21.12
14/04/2023,22.46,21.14
19/04/2023,22.46,21.14
20/04/2023,21.25,20.23
24/04/2023,21.25,19.76
28/04/2023,20.37,19.76
02/05/2023,20.41,19.75
03/05/2023,20.41,18.46
04/05/2023,20.41,17.97
05/05/2023,19.39,17.97
08/05/2023,19.81,18.63
18/05/2023,19.81,19.39
22/05/2023,20.57,19.39
24/05/2023,20.57,19.39
25/05/2023,20.57,19.39
29/05/2023,21.23,19.4
30/05/2023,21.23,19.4
31/05/2023,21.26,19.42
01/06/2023,21.26,19.42
02/06/2023,21.28,19.43
05/06/2023,21.29,19.43
06/06/2023,21.29,20.79
07/06/2023,21.29,20.79
08/06/2023,23.99,22.16
09/06/2023,24.02,22.21
16/06/2023,24.04,22.23
19/06/2023,24.04,23.87
20/06/2023,24.04,23.87
23/06/2023,24.06,23.9
26/06/2023,24.06,23.9
27/06/2023,24.08,23.92
03/07/2023,26.19,23.96
05/07/2023,26.19,24.86
07/07/2023,26.25,24.87
09/07/2023,26.65,25.25
11/07/2023,26.7,26.37
12/07/2023,26.7,26.37
14/07/2023,28.05,26.37
15/07/2023,34.05,32.37
18/07/2023,34.05,32.37
20/07/2023,34.05,33.92
21/07/2023,34.05,33.92
24/07/2023,36.05,33.92
25/07/2023,36.05,33.92
27/07/2023,36.05,35.35
28/07/2023,36.09,35.4
31/07/2023,36.09,36.47
01/08/2023,36.09,36.51
02/08/2023,36.09,36.51
03/08/2023,36.13,36.51
04/08/2023,36.13,36.55
10/08/2023,36.13,38.35
11/08/2023,36.16,38.38
15/08/2023,37.71,38.38
17/08/2023,37.71,36.87
18/08/2023,37.74,36.9
21/08/2023,37.74,37.9
25/08/2023,37.78,37.93
31/08/2023,36.79,37.93
01/09/2023,36.83,37.96
06/09/2023,36.83,37.96
08/09/2023,36.87,38
12/09/2023,36.87,40.03
13/09/2023,38.51,40.03
14/09/2023,38.55,40.07
15/09/2023,38.55,40.07
21/09/2023,38.6,40.12
26/09/2023,36.66,40.12
28/09/2023,36.71,40.17
02/10/2023,36.71,40.17
04/10/2023,34.64,40.17
05/10/2023,33.5,40.24
06/10/2023,33.58,37.34
10/10/2023,33.58,37.39
12/10/2023,33.64,37.39
16/10/2023,33.64,39.62
18/10/2023,33.71,39.62
19/10/2023,33.71,39.62
20/10/2023,35.15,39.62
25/10/2023,35.08,39.62
26/10/2023,35.08,39.62
30/10/2023,35.08,38.06
31/10/2023,34.43,38.06
01/11/2023,34.52,38.05
07/11/2023,34.52,38.06
08/11/2023,34.52,38.06
09/11/2023,34.55,38.06
13/11/2023,34.55,36.43
15/11/2023,34.55,37.56
17/11/2023,34.55,37.61
